hourly_wage,education,gender,hours_cat,experience,depression_score,hh_income,year_born,region,full_time_status,job_role,months_per_year,race,hispanic_latino,country_of_birth,works_public_school,urban_density,college_for_pd,workshop_for_pd,enrolled_in_college,interaction_quality_total,self_rated_health
Not enough information to calculate hourly wage,High school graduate,Female,40 hours,>25 years,5.0,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Don't know/Refused/No Answer,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,No,No,One or more items missing,Excellent
11.25,GED or high school equivalency,Female,40 hours,<=5 years,9.0,"$15,001 to $30,000",1961,West,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,All items correct,Excellent
Not enough information to calculate hourly wage,Some college credit but no degree,Female,40 hours,>15 to <=20 years,3.0,Don't Know/Refused/No Answer,1971,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
11.25,GED or high school equivalency,Female,40 hours,>10 to <=15 years,13.0,"$15,001 to $30,000",1991,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Fair
21.0,High school graduate,Female,40 hours,>20 to <=25 years,3.0,"$60,001 or more",1965,West,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
18.306,High school graduate,Female,20 hours or less,>5 to <=10 years,2.0,"$60,001 or more",1971,West,Part-time worker,Aide or assistant teacher,11,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,Don't Know/Refused/No Answer,Yes,No,All items correct,Excellent
Not enough information to calculate hourly wage,Some college credit but no degree,Female,Over 40 hours,>20 to <=25 years,0.0,"$15,001 to $30,000",1970,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
20.0,GED or high school equivalency,Female,40 hours,>15 to <=20 years,2.0,"Less than $15,000",1979,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
8.0,GED or high school equivalency,Female,40 hours,<=5 years,5.0,Don't Know/Refused/No Answer,1997 and later,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,No,All items correct,Very good
11.42857142858,Less than High School,Female,40 hours,>10 to <=15 years,0.0,"Less than $15,000",1986,South,Full-time worker,Aide or assistant teacher,12,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,Not applicable. WF respondent did not graduate high school,Two items correct,Excellent
107.5,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>10 to <=15 years,1.0,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Don't know/Refused/No Answer,Don't know/Refused/No Answer,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Don't know/Refused/No answer
9.5,High school graduate,Female,31 to 35 hours,<=5 years,3.0,"$15,001 to $30,000",1993,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,Three items correct,Very good
14.65,"Bachelor's degree (BA, BS, AB)",Female,20 hours or less,>15 to <=20 years,9.0,"$30,001 to $45,000",1981,South,Part-time worker,Aide or assistant teacher,1,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,Rural population,Yes,Yes,No,Three items correct,Fair
20.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>25 years,0.0,"$45,001 to $60,000",1968,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
9.25,High school graduate,Female,40 hours,<=5 years,3.0,"$45,001 to $60,000",1991,South,Full-time worker,"Teacher, instructor, or lead teacher",7,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,Two items correct,Fair
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
17.0,Graduate or professional degree,Female,21 to 30 hours,>25 years,2.0,"$60,001 or more",1955 to 1959,West,Part-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,All items correct,Very good
8.75,High school graduate,Female,40 hours,<=5 years,1.0,"Less than $15,000",Don't Know/Refused/No Answer,Northeast,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
Not enough information to calculate hourly wage,"Bachelor's degree (BA, BS, AB)",Female,20 hours or less,<=5 years,0.0,Don't Know/Refused/No Answer,1962,West,Part-time worker,"Teacher, instructor, or lead teacher",12,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Excellent
14.66666666667,High school graduate,Female,Over 40 hours,<=5 years,0.0,"$60,001 or more",1978,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
15.87301587302,Graduate or professional degree,Female,21 to 30 hours,>25 years,0.0,"$15,001 to $30,000",1963,Northeast,Part-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
14.0,Graduate or professional degree,Female,21 to 30 hours,>25 years,0.0,"$30,001 to $45,000",1963,Northeast,Part-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
17.83297297298,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>10 to <=15 years,7.0,"$15,001 to $30,000",1985,West,Full-time worker,"Teacher, instructor, or lead teacher",9,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,Yes,Yes,Yes,All items correct,Fair
11.53846153847,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>10 to <=15 years,2.0,"$15,001 to $30,000",1973,West,Full-time worker,"Teacher, instructor, or lead teacher",12,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Very good
2.5,Some college credit but no degree,Female,40 hours,<=5 years,3.0,Don't Know/Refused/No Answer,1997 and later,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,Yes,No items correct,Very good
Not enough information to calculate hourly wage,Graduate or professional degree,Female,Over 40 hours,>20 to <=25 years,0.0,Don't Know/Refused/No Answer,1974,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,No items correct,Excellent
9.5,Some college credit but no degree,Female,40 hours,>20 to <=25 years,1.0,"$60,001 or more",1988,South,Full-time worker,"Teacher, instructor, or lead teacher",2,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Fair
18.0,"Bachelor's degree (BA, BS, AB)",Female,31 to 35 hours,>5 to <=10 years,3.0,"$60,001 or more",1976,Midwest,Part-time worker,Aide or assistant teacher,12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
24.5,"Associate degree (AA, AS)",Female,40 hours,>10 to <=15 years,3.5,"$45,001 to $60,000",1962,West,Full-time worker,"Teacher, instructor, or lead teacher",Don't know/Refused/No Answer,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
20.54,Some college credit but no degree,Female,31 to 35 hours,>5 to <=10 years,0.0,"$45,001 to $60,000",1975,Midwest,Part-time worker,Aide or assistant teacher,2,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,No,No,No,Three items correct,Very good
26.84210526316,Graduate or professional degree,Female,Over 40 hours,>5 to <=10 years,2.0,"$45,001 to $60,000",1994,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,Yes,Yes,No,Two items correct,Excellent
11.0,GED or high school equivalency,Female,40 hours,>10 to <=15 years,2.0,"$15,001 to $30,000",1989,Northeast,Full-time worker,Aide or assistant teacher,11,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,Three items correct,Fair
33.95061728396,Graduate or professional degree,Female,Over 40 hours,>5 to <=10 years,2.0,"$60,001 or more",1982,South,Full-time worker,"Teacher, instructor, or lead teacher",9,White Only,Hispanic or Latino,Mexico,WF spawned from CB provider associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Excellent
30.0,"Bachelor's degree (BA, BS, AB)",Female,Over 40 hours,<=5 years,5.0,"$60,001 or more",1990,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
11.75,Some college credit but no degree,Female,40 hours,>5 to <=10 years,4.0,"Less than $15,000",1995,West,Full-time worker,Aide or assistant teacher,5,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,No,All items correct,Excellent
13.0,"Associate degree (AA, AS)",Female,40 hours,>20 to <=25 years,3.0,"$15,001 to $30,000",1987,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Fair
18.5,Some college credit but no degree,Female,40 hours,>10 to <=15 years,4.0,"$30,001 to $45,000",1991,West,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Very good
13.0,"Associate degree (AA, AS)",Female,36 to 39 hours,>20 to <=25 years,5.0,"Less than $15,000",1980,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Fair
11.0,Some college credit but no degree,Female,31 to 35 hours,<=5 years,0.0,"$15,001 to $30,000",1987,West,Full-time worker,"Teacher, instructor, or lead teacher",12,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,All items correct,Very good
12.75,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>25 years,4.0,"$15,001 to $30,000",1961,Northeast,Full-time worker,Aide or assistant teacher,10,White Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Don't Know/Refused/No Answer,Yes,No,One or more items missing,Excellent
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,West,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
16.0,Some college credit but no degree,Female,31 to 35 hours,>25 years,0.0,Don't Know/Refused/No Answer,1955 to 1959,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,All items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
13.5,Some college credit but no degree,Female,40 hours,<=5 years,0.0,"$15,001 to $30,000",1997 and later,West,Full-time worker,"Teacher, instructor, or lead teacher",12,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Rural population,Yes,No,Yes,All items correct,Excellent
8.24,Graduate or professional degree,Female,40 hours,>15 to <=20 years,2.0,"$15,001 to $30,000",1991,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
12.25,"Associate degree (AA, AS)",Female,31 to 35 hours,>10 to <=15 years,0.0,"$60,001 or more",1975,West,Part-time worker,Aide or assistant teacher,9,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Don't Know/Refused/No Answer,Yes,Yes,All items correct,Excellent
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,South,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
6.66666666667,GED or high school equivalency,Female,Over 40 hours,<=5 years,9.0,"Less than $15,000",1997 and later,South,Full-time worker,Aide or assistant teacher,7,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Very good
12.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,<=5 years,3.0,"$30,001 to $45,000",1995,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",6,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Excellent
12.0,"Bachelor's degree (BA, BS, AB)",Female,Over 40 hours,>5 to <=10 years,0.0,"$45,001 to $60,000",1991,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
17.5,Some college credit but no degree,Female,Over 40 hours,>10 to <=15 years,7.0,"$60,001 or more",1977,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Fair
11.5,Some college credit but no degree,Female,36 to 39 hours,>10 to <=15 years,0.0,"$15,001 to $30,000",1963,Northeast,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,All items correct,Fair
9.23076923077,High school graduate,Female,20 hours or less,>5 to <=10 years,3.0,"$15,001 to $30,000",1987,West,Part-time worker,Aide or assistant teacher,12,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Very good
13.0,High school graduate,Female,21 to 30 hours,>15 to <=20 years,0.0,Don't Know/Refused/No Answer,1983,South,Part-time worker,Aide or assistant teacher,10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,One item correct,Excellent
Not enough information to calculate hourly wage,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>20 to <=25 years,11.0,"$45,001 to $60,000",1977,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Very good
16.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,<=5 years,7.0,"$30,001 to $45,000",1993,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Fair
Not enough information to calculate hourly wage,Some college credit but no degree,Female,Over 40 hours,>20 to <=25 years,3.0,"$30,001 to $45,000",1974,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,Two items correct,Excellent
5.625,Less than High School,Female,Over 40 hours,>10 to <=15 years,0.0,"Less than $15,000",1975,Midwest,Full-time worker,Aide or assistant teacher,12,White Only,Hispanic or Latino,Mexico,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,Not applicable. WF respondent did not graduate high school,Three items correct,Excellent
Not enough information to calculate hourly wage,High school graduate,Female,40 hours,<=5 years,6.0,Don't Know/Refused/No Answer,1996,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",9,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
13.33333333334,Some college credit but no degree,Female,21 to 30 hours,>5 to <=10 years,0.0,"$15,001 to $30,000",1997 and later,Northeast,Part-time worker,Aide or assistant teacher,2,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Very good
11.25,High school graduate,Female,40 hours,<=5 years,0.0,"Less than $15,000",1969,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,Mexico,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
11.25,GED or high school equivalency,Female,40 hours,<=5 years,0.0,"$15,001 to $30,000",1990,West,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Hispanic or Latino,Mexico,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Fair
10.0,High school graduate,Female,40 hours,<=5 years,4.0,"$15,001 to $30,000",1997 and later,West,Full-time worker,"Teacher, instructor, or lead teacher",4,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,Yes,All items correct,Very good
14.0,High school graduate,Female,40 hours,<=5 years,0.0,"$15,001 to $30,000",1989,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Very good
49.96666666667,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>25 years,13.0,"$45,001 to $60,000",1979,West,Full-time worker,"Teacher, instructor, or lead teacher",10,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Poor
22.170375,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>15 to <=20 years,0.0,"Less than $15,000",1968,West,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,All items correct,Very good
Not enough information to calculate hourly wage,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Three or more responses missing,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,West,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Don't know/Refused/No Answer,Don't know/Refused/No Answer,Don't know/Refused/No Answer,Don't know/Refused/No Answer,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Don't know/Refused/No answer,One or more items missing,Don't know/Refused/No answer
10.0,Some college credit but no degree,Female,40 hours,>5 to <=10 years,2.0,"$15,001 to $30,000",1988,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,No,All items correct,Fair
14.5,Some college credit but no degree,Male,31 to 35 hours,<=5 years,0.0,"$60,001 or more",1970,Northeast,Part-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Very good
12.85,Some college credit but no degree,Female,40 hours,>25 years,0.0,"$30,001 to $45,000",1955 to 1959,South,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,South,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
14.0,Graduate or professional degree,Female,40 hours,>15 to <=20 years,1.0,"$15,001 to $30,000",1955 to 1959,South,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Fair
11.0,"Associate degree (AA, AS)",Female,36 to 39 hours,>5 to <=10 years,0.0,"Less than $15,000",1997 and later,South,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,Three items correct,Excellent
16.25,"Associate degree (AA, AS)",Female,40 hours,>20 to <=25 years,0.0,"$15,001 to $30,000",1962,Midwest,Full-time worker,Aide or assistant teacher,11,White Only,Hispanic or Latino,Mexico,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Fair
17.4,Some college credit but no degree,Female,40 hours,>20 to <=25 years,1.0,"$60,001 or more",1978,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Very good
12.0,Some college credit but no degree,Female,36 to 39 hours,<=5 years,1.0,"$15,001 to $30,000",1995,Midwest,Full-time worker,Aide or assistant teacher,2,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,All items correct,Fair
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
Not enough information to calculate hourly wage,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>5 to <=10 years,8.0,Don't Know/Refused/No Answer,1966,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Fair
13.87,"Bachelor's degree (BA, BS, AB)",Female,40 hours,<=5 years,3.0,"$45,001 to $60,000",1992,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Excellent
